sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,color,size,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
IKFFO00732TQ31,ch,shoes,simple,,,,,,,,,,34.089,20.889,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=34.089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ32,,shoes,simple,,"base,izas_website,fr,it,uk,en_us,ch",FROSTY KIDS TURQUOISE KIDS'S EU 32,,,0.6,2,Taxable Goods,Not Visible Individually,35.99,32.99,14/7/22,1/9/31,frosty-kids-turquoise-kids-s-eu-32,,,,,FROSTY-KIDS-TURQUOISE-1,,FROSTY-KIDS-TURQUOISE-1,,,,,29/8/19 19:52,7/7/23 1:04,,,,,,,,,,,,,,,,Turquoise,SEU 32,"activity=Trekking,color=Turquoise,dfw_price=35.990000,ean=8434076256405,gender=Boys|Girls,has_special_price=Yes,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=Spring|Summer,model=FROSTY KIDS,prolongueduse=3,real_colours=TURQUOISE,size=SEU 32,useinthecity=4,waterproofings=NA",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ32,en,shoes,simple,,,sandals child kids i turquoise frosty,<ul><li> Water resistant sandals for the practice of canyoning and trekking. </li><li> Anat & outwealth template with antibacterial pillow. </li><li> Half carbon rubber sole molded by compression to absorb impacts. </li><li> Tracciout-resistant multi-directional sole. </li><li> Carbon rubber reinforced toe. </li><li> Opening at the back with velcro. </li><li> Adjusting by rubber and tanca. </li></ul>,<p> Momentas trekking for nor? O FROSTY </p>,,,,,,,,,sandals-child-kids-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ32,es,shoes,simple,,,SANDALIAS NIÑO TURQUESA FROSTY KIDS EU 32,"<ul>
<li>Sandalias resistentes al agua para la pr&aacute;ctica del barranquismo y trekking.</li>
<li>Plantilla anat&oacute;mica con almohadillado antibacterias.</li>
<li>Media suela de caucho de carbono moldeada por compresi&oacute;n para absorber impactos.</li>
<li>Suela multidireccional resistente a la tracci&oacute;n.</li>
<li>Puntera reforzada de caucho de carbono.</li>
<li>Apertura en la parte trasera con velcro.</li>
<li>Ajuste mediante goma y tanca.</li>
</ul>",<p>Sandalias Trekking para Ni?o Frosty</p>,,,,,,,,,sandalias-ni-o-turquesa-frosty-kids-eu-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ32,fr,shoes,simple,,,sandales child enfants i turquoise frosty,<ul><li> Sandales résistantes à l'eau pour la pratique du canyoning et de la trekking. </li><li> Modèle anat & outwealth avec oreiller antibactérien. </li><li> Semelle en caoutchouc à moitié en carbone moulée par compression pour absorber les impacts. </li><li> Semelle multi-directionnelle résistante à la tracciosité. </li><li> Toe renforcé en caoutchouc carbone. </li><li> Ouverture à l'arrière avec velcro. </li><li> Réglage du caoutchouc et de tanca. </li></ul>,<p> Moments trekking pour ni FROSTY </p>,,,,,,,,,sandales-child-enfants-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ32,it,shoes,simple,,,sandali bambino bambini i turquoise frosty,<ul ><li> Sandali resistenti all'acqua per la pratica del canyoning e del trekking. </li><li> Anat & outwealth modello con cuscino antibatterico. </li><li> Suola in gomma a mezza carbonio stampata mediante compressione per assorbire gli impatti. </li><li> Suola multidirezionale resistente a tracci. </li><li> Punta rinforzata in gomma carbonio </li><li> Apertura sul retro con velcro. </li><li> Regolazione in gomma e tanca. </li></ul>,<p> Mominys trekking per nor? O FROSTY </p>,,,,,,,,,sandali-bambino-bambini-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ32,ch,shoes,simple,,,,,,,,,,34.089,20.889,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=34.089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ33,,shoes,simple,,"base,izas_website,fr,it,uk,en_us,ch",FROSTY KIDS TURQUOISE KIDS'S EU 33,,,0.6,2,Taxable Goods,Not Visible Individually,35.99,32.99,14/7/22,1/9/31,frosty-kids-turquoise-kids-s-eu-33,,,,,FROSTY-KIDS-TURQUOISE-1,,FROSTY-KIDS-TURQUOISE-1,,,,,29/8/19 19:52,7/7/23 1:04,,,,,,,,,,,,,,,,Turquoise,SEU 33,"activity=Trekking,color=Turquoise,dfw_price=35.990000,ean=8434076256412,gender=Boys|Girls,has_special_price=Yes,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=Spring|Summer,model=FROSTY KIDS,prolongueduse=3,real_colours=TURQUOISE,size=SEU 33,useinthecity=4,waterproofings=NA",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ33,en,shoes,simple,,,sandals child kids i turquoise frosty,<ul><li> Water resistant sandals for the practice of canyoning and trekking. </li><li> Anat & outwealth template with antibacterial pillow. </li><li> Half carbon rubber sole molded by compression to absorb impacts. </li><li> Tracciout-resistant multi-directional sole. </li><li> Carbon rubber reinforced toe. </li><li> Opening at the back with velcro. </li><li> Adjusting by rubber and tanca. </li></ul>,<p> Momentas trekking for nor? O FROSTY </p>,,,,,,,,,sandals-child-kids-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ33,es,shoes,simple,,,SANDALIAS NIÑO TURQUESA FROSTY KIDS EU 33,"<ul>
<li>Sandalias resistentes al agua para la pr&aacute;ctica del barranquismo y trekking.</li>
<li>Plantilla anat&oacute;mica con almohadillado antibacterias.</li>
<li>Media suela de caucho de carbono moldeada por compresi&oacute;n para absorber impactos.</li>
<li>Suela multidireccional resistente a la tracci&oacute;n.</li>
<li>Puntera reforzada de caucho de carbono.</li>
<li>Apertura en la parte trasera con velcro.</li>
<li>Ajuste mediante goma y tanca.</li>
</ul>",<p>Sandalias Trekking para Ni?o Frosty</p>,,,,,,,,,sandalias-ni-o-turquesa-frosty-kids-eu-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ33,fr,shoes,simple,,,sandales child enfants i turquoise frosty,<ul><li> Sandales résistantes à l'eau pour la pratique du canyoning et de la trekking. </li><li> Modèle anat & outwealth avec oreiller antibactérien. </li><li> Semelle en caoutchouc à moitié en carbone moulée par compression pour absorber les impacts. </li><li> Semelle multi-directionnelle résistante à la tracciosité. </li><li> Toe renforcé en caoutchouc carbone. </li><li> Ouverture à l'arrière avec velcro. </li><li> Réglage du caoutchouc et de tanca. </li></ul>,<p> Moments trekking pour ni FROSTY </p>,,,,,,,,,sandales-child-enfants-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ33,it,shoes,simple,,,sandali bambino bambini i turquoise frosty,<ul ><li> Sandali resistenti all'acqua per la pratica del canyoning e del trekking. </li><li> Anat & outwealth modello con cuscino antibatterico. </li><li> Suola in gomma a mezza carbonio stampata mediante compressione per assorbire gli impatti. </li><li> Suola multidirezionale resistente a tracci. </li><li> Punta rinforzata in gomma carbonio </li><li> Apertura sul retro con velcro. </li><li> Regolazione in gomma e tanca. </li></ul>,<p> Mominys trekking per nor? O FROSTY </p>,,,,,,,,,sandali-bambino-bambini-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ33,ch,shoes,simple,,,,,,,,,,34.089,20.889,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=34.089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ34,,shoes,simple,,"base,izas_website,fr,it,uk,en_us,ch",FROSTY KIDS TURQUOISE KIDS'S EU 34,,,0.6,2,Taxable Goods,Not Visible Individually,35.99,32.99,14/7/22,1/9/31,frosty-kids-turquoise-kids-s-eu-34,,,,,FROSTY-KIDS-TURQUOISE-1,,FROSTY-KIDS-TURQUOISE-1,,,,,29/8/19 19:52,7/7/23 1:04,,,,,,,,,,,,,,,,Turquoise,SEU 34,"activity=Trekking,color=Turquoise,dfw_price=35.990000,ean=8434076256429,gender=Boys|Girls,has_special_price=Yes,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=Spring|Summer,model=FROSTY KIDS,prolongueduse=3,real_colours=TURQUOISE,size=SEU 34,useinthecity=4,waterproofings=NA",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ34,en,shoes,simple,,,sandals child kids i turquoise frosty,<ul><li> Water resistant sandals for the practice of canyoning and trekking. </li><li> Anat & outwealth template with antibacterial pillow. </li><li> Half carbon rubber sole molded by compression to absorb impacts. </li><li> Tracciout-resistant multi-directional sole. </li><li> Carbon rubber reinforced toe. </li><li> Opening at the back with velcro. </li><li> Adjusting by rubber and tanca. </li></ul>,<p> Momentas trekking for nor? O FROSTY </p>,,,,,,,,,sandals-child-kids-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ34,es,shoes,simple,,,SANDALIAS NIÑO TURQUESA FROSTY KIDS EU 34,"<ul>
<li>Sandalias resistentes al agua para la pr&aacute;ctica del barranquismo y trekking.</li>
<li>Plantilla anat&oacute;mica con almohadillado antibacterias.</li>
<li>Media suela de caucho de carbono moldeada por compresi&oacute;n para absorber impactos.</li>
<li>Suela multidireccional resistente a la tracci&oacute;n.</li>
<li>Puntera reforzada de caucho de carbono.</li>
<li>Apertura en la parte trasera con velcro.</li>
<li>Ajuste mediante goma y tanca.</li>
</ul>",<p>Sandalias Trekking para Ni?o Frosty</p>,,,,,,,,,sandalias-ni-o-turquesa-frosty-kids-eu-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ34,fr,shoes,simple,,,sandales child enfants i turquoise frosty,<ul><li> Sandales résistantes à l'eau pour la pratique du canyoning et de la trekking. </li><li> Modèle anat & outwealth avec oreiller antibactérien. </li><li> Semelle en caoutchouc à moitié en carbone moulée par compression pour absorber les impacts. </li><li> Semelle multi-directionnelle résistante à la tracciosité. </li><li> Toe renforcé en caoutchouc carbone. </li><li> Ouverture à l'arrière avec velcro. </li><li> Réglage du caoutchouc et de tanca. </li></ul>,<p> Moments trekking pour ni FROSTY </p>,,,,,,,,,sandales-child-enfants-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ34,it,shoes,simple,,,sandali bambino bambini i turquoise frosty,<ul ><li> Sandali resistenti all'acqua per la pratica del canyoning e del trekking. </li><li> Anat & outwealth modello con cuscino antibatterico. </li><li> Suola in gomma a mezza carbonio stampata mediante compressione per assorbire gli impatti. </li><li> Suola multidirezionale resistente a tracci. </li><li> Punta rinforzata in gomma carbonio </li><li> Apertura sul retro con velcro. </li><li> Regolazione in gomma e tanca. </li></ul>,<p> Mominys trekking per nor? O FROSTY </p>,,,,,,,,,sandali-bambino-bambini-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ34,ch,shoes,simple,,,,,,,,,,34.089,20.889,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=34.089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ35,,shoes,simple,,"base,izas_website,fr,it,uk,en_us,ch",FROSTY KIDS TURQUOISE KIDS'S EU 35,,,0.6,2,Taxable Goods,Not Visible Individually,35.99,32.99,14/7/22,1/9/31,frosty-kids-turquoise-kids-s-eu-35,,,,,FROSTY-KIDS-TURQUOISE-1,,FROSTY-KIDS-TURQUOISE-1,,,,,29/8/19 19:52,7/7/23 1:04,,,,,,,,,,,,,,,,Turquoise,SEU 35,"activity=Trekking,color=Turquoise,dfw_price=35.990000,ean=8434076256436,gender=Boys|Girls,has_special_price=Yes,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=Spring|Summer,model=FROSTY KIDS,prolongueduse=3,real_colours=TURQUOISE,size=SEU 35,useinthecity=4,waterproofings=NA",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ35,en,shoes,simple,,,sandals child kids i turquoise frosty,<ul><li> Water resistant sandals for the practice of canyoning and trekking. </li><li> Anat & outwealth template with antibacterial pillow. </li><li> Half carbon rubber sole molded by compression to absorb impacts. </li><li> Tracciout-resistant multi-directional sole. </li><li> Carbon rubber reinforced toe. </li><li> Opening at the back with velcro. </li><li> Adjusting by rubber and tanca. </li></ul>,<p> Momentas trekking for nor? O FROSTY </p>,,,,,,,,,sandals-child-kids-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ35,es,shoes,simple,,,SANDALIAS NIÑO TURQUESA FROSTY KIDS EU 35,"<ul>
<li>Sandalias resistentes al agua para la pr&aacute;ctica del barranquismo y trekking.</li>
<li>Plantilla anat&oacute;mica con almohadillado antibacterias.</li>
<li>Media suela de caucho de carbono moldeada por compresi&oacute;n para absorber impactos.</li>
<li>Suela multidireccional resistente a la tracci&oacute;n.</li>
<li>Puntera reforzada de caucho de carbono.</li>
<li>Apertura en la parte trasera con velcro.</li>
<li>Ajuste mediante goma y tanca.</li>
</ul>",<p>Sandalias Trekking para Ni?o Frosty</p>,,,,,,,,,sandalias-ni-o-turquesa-frosty-kids-eu-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ35,fr,shoes,simple,,,sandales child enfants i turquoise frosty,<ul><li> Sandales résistantes à l'eau pour la pratique du canyoning et de la trekking. </li><li> Modèle anat & outwealth avec oreiller antibactérien. </li><li> Semelle en caoutchouc à moitié en carbone moulée par compression pour absorber les impacts. </li><li> Semelle multi-directionnelle résistante à la tracciosité. </li><li> Toe renforcé en caoutchouc carbone. </li><li> Ouverture à l'arrière avec velcro. </li><li> Réglage du caoutchouc et de tanca. </li></ul>,<p> Moments trekking pour ni FROSTY </p>,,,,,,,,,sandales-child-enfants-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ35,it,shoes,simple,,,sandali bambino bambini i turquoise frosty,<ul ><li> Sandali resistenti all'acqua per la pratica del canyoning e del trekking. </li><li> Anat & outwealth modello con cuscino antibatterico. </li><li> Suola in gomma a mezza carbonio stampata mediante compressione per assorbire gli impatti. </li><li> Suola multidirezionale resistente a tracci. </li><li> Punta rinforzata in gomma carbonio </li><li> Apertura sul retro con velcro. </li><li> Regolazione in gomma e tanca. </li></ul>,<p> Mominys trekking per nor? O FROSTY </p>,,,,,,,,,sandali-bambino-bambini-i-turquoise-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO00732TQ35,ch,shoes,simple,,,,,,,,,,34.089,20.889,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=34.089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG28,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG28,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG29,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG29,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG30,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG30,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG31,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG31,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG32,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG32,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG33,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG33,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG34,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG34,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG35,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=44.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233BK/LG35,ch,Default,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233RY/LG28,,shoes,simple,,"base,izas_website,fr,it,uk,en_us,ch",JESSELTON ROYAL/LIGHT GREEN KIDS'S EU 28,,,0.6,2,Taxable Goods,Not Visible Individually,44.99,30.99,1/3/22,31/12/22,jesselton-royal-light-green-kids-s-eu-28,,,,,JESSELTON KIDS-ROYAL-LIGHT GREEN-1,,JESSELTON KIDS-ROYAL-LIGHT GREEN-1,,JESSELTON KIDS-ROYAL-LIGHT GREEN-1,,,29/8/19 19:53,7/7/23 1:04,,,Product Info Column,,,,No,,,,,,,Use config,,Blue,SEU 28,"activity=Trekking,color=Blue,dfw_price=44.990000,ean=8434076408057,gender=Boys|Girls,googleshopping_exclude=No,has_special_price=Yes,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_imported=0,mainseason=All Seasons,model=JESSELTON,product_rma=No,prolongueduse=5,real_colours=ROYAL/LIGHT GREEN,size=SEU 28,stripe_sub_enabled=No,stripe_sub_interval=Months,useinthecity=5,waterproof=10K,waterproofings=NA",0,0,1,0,1,1,1,1,10000,1,0,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKFFO01233RY/LG28,en,shoes,simple,,,nest slippers i blue jesselton,<ul><li> Ca & ntlde multi-activity shoe; on low. </li><li> Toe and reinforced. </li><li> Woven with waterproof and breathable membrane with mesh lining. </li><li> Ergonic template. </li><li> Eva midsole to facilitate the cushion. </li><li> Durable carbon rubber sole. </li><li> Lace closure. </li></ul>,<p> Trekking shoes for ni? Or JESSELTON </p>,,,,,,,,,nest-slippers-i-blue-jesselton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233RY/LG28,es,shoes,simple,,,ZAPATILLAS NIÑO AZUL JESSELTON EU 28,"<ul>
<li>Zapatilla multiactividad de ca&ntilde;a baja.</li>
<li>Puntera y tal&oacute;n reforzado.</li>
<li>Tejido con membrana impermeable y transpirable con forro de malla.</li>
<li>Plantilla ergon&oacute;mica.</li>
<li>Entresuela de Eva para facilitar la amortiguaci&oacute;n.</li>
<li>Suela de caucho de carbono durable.</li>
<li>Cierre de cordones.</li>
</ul>",<p>Zapatillas de trekking para Ni?o Jesselton</p>,,,,,,,,,zapatillas-ni-o-azul-jesselton-eu-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233RY/LG28,fr,shoes,simple,,,pantoufles de nid bleu jesselton,<ul><li> Chaussure multi-activité ca & ntlde; sur bas. </li><li> Toe et renforcé. </li><li> Tissé avec membrane imperméable et respirante avec doublure en treillis. </li><li> Modèle ergonique. </li><li> Semelle intermédiaire eva pour faciliter le coussin. </li><li> Semelle durable en caoutchouc de carbone. </li><li> Fermeture en dentelle. </li></ul>,<p> Chaussures de trekking pour ni? Ou JESSELTON </p>,,,,,,,,,pantoufles-de-nid-bleu-jesselton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233RY/LG28,it,shoes,simple,,,pantofole nido i blu jesselton,<ul ><li> Scarpa ca & ntlde multi-attività; su basso. </li><li> Toe e rinforzato. </li><li> Tessuto con membrana impermeabile e traspirante con fodera in rete. </li><li> Modello ergonico. </li><li> Intersuola eva per facilitare il cuscino. </li><li> Suola in gomma carbonio durevole. </li><li> Chiusura del pizzo. </li></ul>,<p> Scarpe da trekking per ni? O JESSELTON </p>,,,,,,,,,pantofole-nido-i-blu-jesselton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKFFO01233RY/LG28,ch,shoes,simple,,,,,,,,,,49.489,34.089,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=49.489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
