sku;attribute_code;value;store_id
IMUTS02424SM/OR;gender;Hommes;4
IMUTS02424BK/RD;gender;Men;1
IMUTS02424BK/RD;gender;MAN'S;0
IMUTS02424BK/RD;gender;Hombre;3
IMUTS02424BK/RD;gender;Hommes;4
IWUTS02427CF;gender;Men;1
IWUTS02427CF;gender;MAN'S;0
IWUTS02427CF;gender;Hombre;3
IWUTS02427CF;gender;Hommes;4
IWUTS02427CR;gender;Men;1
IWUTS02427CR;gender;MAN'S;0
IWUTS02427CR;gender;Hombre;3
IWUTS02427CR;gender;Hommes;4
IWUTS02427BK;gender;Men;1
IWUTS02427BK;gender;MAN'S;0
IWUTS02427BK;gender;Hombre;3
IWUTS02427BK;gender;Hommes;4
IWUTS02427LT;gender;Men;1
IWUTS02427LT;gender;MAN'S;0
IWUTS02427LT;gender;Hombre;3
IWUTS02427LT;gender;Hommes;4
IMRSH01021RY;gender;Men;1
IMRSH01021RY;gender;MAN'S;0
IMRSH01021RY;gender;Hombre;3
IMRSH01021RY;gender;Hommes;4
IMRSH01021RD;gender;Men;1
IMRSH01021RD;gender;MAN'S;0
IMRSH01021RD;gender;Hombre;3
IMRSH01021RD;gender;Hommes;4
IWRRP02433RD;gender;Men;1
IWRRP02433RD;gender;MAN'S;0
IWRRP02433RD;gender;Hombre;3
IWRRP02433RD;gender;Hommes;4
IWRRP02433BK;gender;Men;1
IWRRP02433BK;gender;MAN'S;0
IWRRP02433BK;gender;Hombre;3
IWRRP02433BK;gender;Hommes;4
IWRRP02433NV;gender;Men;1
IWRRP02433NV;gender;MAN'S;0
IWRRP02433NV;gender;Hombre;3
IWRRP02433NV;gender;Hommes;4
IWRRP02433SP;gender;Men;1
IWRRP02433SP;gender;MAN'S;0
IWRRP02433SP;gender;Hombre;3
IWRRP02433SP;gender;Hommes;4
IWRRP02433OR;gender;Men;1
IWRRP02433OR;gender;MAN'S;0
IWRRP02433OR;gender;Hombre;3
IWRRP02433OR;gender;Hommes;4
IWRRP02435BK;gender;Women;1
IWRRP02435BK;gender;WOMAN'S;0
IWRRP02435BK;gender;Mujer;3
IWRRP02435BK;gender;Femmes;4
IWRRP02435NV/CF;gender;Women;1
IWRRP02435NV/CF;gender;WOMAN'S;0
IWRRP02435NV/CF;gender;Mujer;3
IWRRP02435NV/CF;gender;Femmes;4
IWRRP02435SM/DV;gender;Women;1
IWRRP02435SM/DV;gender;WOMAN'S;0
IWRRP02435SM/DV;gender;Mujer;3
IWRRP02435SM/DV;gender;Femmes;4
IWRRP02438BK/BK;gender;Women;1
IWRRP02438BK/BK;gender;WOMAN'S;0
IWRRP02438BK/BK;gender;Mujer;3
IWRRP02438BK/BK;gender;Femmes;4
IWRRP02438WH/BK;gender;Women;1
IWRRP02438WH/BK;gender;WOMAN'S;0
IWRRP02438WH/BK;gender;Mujer;3
IWRRP02438WH/BK;gender;Femmes;4
IWRRP02438BB/DV;gender;Women;1
IWRRP02438BB/DV;gender;WOMAN'S;0
IWRRP02438BB/DV;gender;Mujer;3
IWRRP02438BB/DV;gender;Femmes;4
IUABN02454BK/SV;gender;UNISEX;0
IUABN02454CF/NV;gender;UNISEX;0
IUABN02454SP/RY;gender;UNISEX;0
IUACP02457BK;gender;UNISEX;0
IUACP02457RD;gender;UNISEX;0
IUACP02457WH;gender;UNISEX;0
IUACP02459BL;gender;UNISEX;0
IUACP02459CF;gender;UNISEX;0
IUACP02459SP;gender;UNISEX;0
IUACP02459WH;gender;UNISEX;0
IUACP02461BK;gender;UNISEX;0
IUACP02461WH;gender;UNISEX;0
IUAHD02464BK;gender;UNISEX;0
IUAHD02464CF;gender;UNISEX;0
IUAHD02464RD;gender;UNISEX;0
IUAHD02464SP;gender;UNISEX;0
IMPP201611NV;gender;Men;1
IMPP201611NV;gender;MAN'S;0
IMPP201611NV;gender;Hombre;3
IMPP201611NV;gender;Hommes;4
IUABP02451BK/WH;gender;UNISEX;0
IUABP02451SM/LT;gender;UNISEX;0
IWPP202420SM;gender;Women;1
IWPP202420SM;gender;WOMAN'S;0
IWPP202420SM;gender;Mujer;3
IWPP202420SM;gender;Femmes;4
IWPP202420NV;gender;Women;1
IWPP202420NV;gender;WOMAN'S;0
IWPP202420NV;gender;Mujer;3
IWPP202420NV;gender;Femmes;4
IWPP202420BK;gender;Women;1
IWPP202420BK;gender;WOMAN'S;0
IWPP202420BK;gender;Mujer;3
IWPP202420BK;gender;Femmes;4
IWWSF01957SM;gender;Women;1
IWWSF01957SM;gender;WOMAN'S;0
IWWSF01957SM;gender;Mujer;3
IWWSF01957SM;gender;Femmes;4
IMSTT02429RD/BK;gender;Men;1
IMSTT02429RD/BK;gender;MAN'S;0
IMSTT02429RD/BK;gender;Hombre;3
IMSTT02429RD/BK;gender;Hommes;4
IUAHD02466BK;gender;UNISEX;0
IUAHD02466DV;gender;UNISEX;0
IUAHD02466OR;gender;UNISEX;0
IUAHD02466RD;gender;UNISEX;0
IWSTS01855LT;gender;Women;1
IWSTS01855LT;gender;WOMAN'S;0
IWSTS01855LT;gender;Mujer;3
IWSTS01855LT;gender;Femmes;4
IWSTS01855NV;gender;Women;1
IWSTS01855NV;gender;WOMAN'S;0
IWSTS01855NV;gender;Mujer;3
IWSTS01855NV;gender;Femmes;4
IWSTS01855WH;gender;Women;1
IWSTS01855WH;gender;WOMAN'S;0
IWSTS01855WH;gender;Mujer;3
IWSTS01855WH;gender;Femmes;4
IMSTS01852NV;gender;Men;1
IMSTS01852NV;gender;MAN'S;0
IMSTS01852NV;gender;Hombre;3
IMSTS01852NV;gender;Hommes;4
IMSTS01852RD;gender;Men;1
IMSTS01852RD;gender;MAN'S;0
IMSTS01852RD;gender;Hombre;3
IMSTS01852RD;gender;Hommes;4
IMSTS01852WH;gender;Men;1
IMSTS01852WH;gender;MAN'S;0
IMSTS01852WH;gender;Hombre;3
IMSTS01852WH;gender;Hommes;4
IWSTS02346BB;gender;Women;1
IWSTS02346BB;gender;WOMAN'S;0
IWSTS02346BB;gender;Mujer;3
IWSTS02346BB;gender;Femmes;4
IWSTS02346LT;gender;Women;1
IWSTS02346LT;gender;WOMAN'S;0
IWSTS02346LT;gender;Mujer;3
IWSTS02346LT;gender;Femmes;4
IWSTS02346CR;gender;Women;1
IWSTS02346CR;gender;WOMAN'S;0
IWSTS02346CR;gender;Mujer;3
IWSTS02346CR;gender;Femmes;4
IMSTS02342OR/SM;gender;Men;1
IMSTS02342OR/SM;gender;MAN'S;0
IMSTS02342OR/SM;gender;Hombre;3
IMSTS02342OR/SM;gender;Hommes;4
IMSTS02342RD/BK;gender;Men;1
IMSTS02342RD/BK;gender;MAN'S;0
IMSTS02342RD/BK;gender;Hombre;3
IMSTS02342RD/BK;gender;Hommes;4
IMSTS02342SP/RY;gender;Men;1
IMSTS02342SP/RY;gender;MAN'S;0
IMSTS02342SP/RY;gender;Hombre;3
IMSTS02342SP/RY;gender;Hommes;4
IUSTS02338AT;gender;UNISEX;0
IUSTS02338HO;gender;UNISEX;0
IUSTS02338WI;gender;UNISEX;0
IUSTS02339BK;gender;UNISEX;0
IUSTS02339IL;gender;UNISEX;0
IMFSD01409BK/SM;gender;Men;1
IMFSD01409BK/SM;gender;MAN'S;0
IMFSD01409BK/SM;gender;Hombre;3
IMFSD01409BK/SM;gender;Hommes;4
IWFFO01051CR;gender;Women;1
IWFFO01051CR;gender;WOMAN'S;0
IWFFO01051CR;gender;Mujer;3
IWFFO01051CR;gender;Femmes;4
IWFFO01051BB;gender;Women;1
IWFFO01051BB;gender;WOMAN'S;0
IWFFO01051BB;gender;Mujer;3
IWFFO01051BB;gender;Femmes;4
IWFFO01051NV;gender;Women;1
IWFFO01051NV;gender;WOMAN'S;0
IWFFO01051NV;gender;Mujer;3
IWFFO01051NV;gender;Femmes;4
IUFSD01410BK/RD;gender;UNISEX;0
IUFSD01410NV/CF;gender;UNISEX;0
IUFSD01410NV/IL;gender;UNISEX;0
IUFSD01410NV;gender;UNISEX;0
IKFSD02486BK/RD;gender;UNISEX;0
IKFSD02486NV/CF;gender;UNISEX;0
IKFSD02486NV/IL;gender;UNISEX;0
IWFFO00822NV/LB;gender;Women;1
IWFFO00822NV/LB;gender;WOMAN'S;0
IWFFO00822NV/LB;gender;Mujer;3
IWFFO00822NV/LB;gender;Femmes;4
IWFFO00822BB/DV;gender;Women;1
IWFFO00822BB/DV;gender;WOMAN'S;0
IWFFO00822BB/DV;gender;Mujer;3
IWFFO00822BB/DV;gender;Femmes;4
IWFFO00822SM/LT;gender;Women;1
IWFFO00822SM/LT;gender;WOMAN'S;0
IWFFO00822SM/LT;gender;Mujer;3
IWFFO00822SM/LT;gender;Femmes;4
IUASO02475CF;gender;UNISEX;0
IUASO02475DV;gender;UNISEX;0
IUASO02475OF;gender;UNISEX;0
IUASO02475RY;gender;UNISEX;0
IUASO02475YW;gender;UNISEX;0
IUASO02328BK;gender;UNISEX;0
IUASO02328WH;gender;UNISEX;0
IUFBT02483BR/DB;gender;UNISEX;0
IUFBT02483BR/FX;gender;UNISEX;0
IUAPL02468BK/SV;gender;UNISEX;0
IUAPL02468CR/AT;gender;UNISEX;0
IMSTT02429BK/WH;gender;Men;1
IMSTT02429BK/WH;gender;MAN'S;0
IMSTT02429BK/WH;gender;Hombre;3
IMSTT02429BK/WH;gender;Hommes;4
IMSTT02429NV/SP;gender;Men;1
IMSTT02429NV/SP;gender;MAN'S;0
IMSTT02429NV/SP;gender;Hombre;3
IMSTT02429NV/SP;gender;Hommes;4
IMSTT02429OR/SM;gender;Men;1
IMSTT02429OR/SM;gender;MAN'S;0
IMSTT02429OR/SM;gender;Hombre;3
IMSTT02429OR/SM;gender;Hommes;4
IWSTT02431AT/CR;gender;Women;1
IWSTT02431AT/CR;gender;WOMAN'S;0
IWSTT02431AT/CR;gender;Mujer;3
IWSTT02431AT/CR;gender;Femmes;4
IWSTT02431BK/WH;gender;Women;1
IWSTT02431BK/WH;gender;WOMAN'S;0
IWSTT02431BK/WH;gender;Mujer;3
IWSTT02431BK/WH;gender;Femmes;4
IWSTT02431NV/CF;gender;Women;1
IWSTT02431NV/CF;gender;WOMAN'S;0
IWSTT02431NV/CF;gender;Mujer;3
IWSTT02431NV/CF;gender;Femmes;4
IWSTT02431SM/LT;gender;Women;1
IWSTT02431SM/LT;gender;WOMAN'S;0
IWSTT02431SM/LT;gender;Mujer;3
IWSTT02431SM/LT;gender;Femmes;4
IMH3L02422BK;gender;Men;1
IMH3L02422BK;gender;MAN'S;0
IMH3L02422BK;gender;Hombre;3
IMH3L02422BK;gender;Hommes;4
IMH3L02422SP;gender;Men;1
IMH3L02422SP;gender;MAN'S;0
IMH3L02422SP;gender;Hombre;3
IMH3L02422SP;gender;Hommes;4
IWRRM02443BK;gender;Women;1
IWRRM02443BK;gender;WOMAN'S;0
IWRRM02443BK;gender;Mujer;3
IWRRM02443BK;gender;Femmes;4
IWRTT02441BK;gender;Women;1
IWRTT02441BK;gender;WOMAN'S;0
IWRTT02441BK;gender;Mujer;3
IWRTT02441BK;gender;Femmes;4
IUFSD02488BK;gender;UNISEX;0
IUFSD02488MT;gender;UNISEX;0
IUFSD02490BK;gender;UNISEX;0
IUFSD02490WH;gender;UNISEX;0
IUASO02473DV;gender;UNISEX;0
IUASO02473OR;gender;UNISEX;0
IUASO02473RY;gender;UNISEX;0
IUASO02473YW;gender;UNISEX;0
IUAAC01414RY;gender;UNISEX;0
IUAAC02445BK;gender;UNISEX;0
IMJLW01670SM;gender;Men;1
IMJLW01670SM;gender;MAN'S;0
IMJLW01670SM;gender;Hombre;3
IMJLW01670SM;gender;Hommes;4
IMJLW01669SM;gender;Men;1
IMJLW01669SM;gender;MAN'S;0
IMJLW01669SM;gender;Hombre;3
IMJLW01669SM;gender;Hommes;4
IWJHT01689BK/FX;gender;WOMAN´S;0
IWJHT01689GN;gender;WOMAN´S;0
IWJHT01689OQ;gender;WOMAN´S;0
IMPPA01712SM/BK;gender;Men;1
IMPPA01712SM/BK;gender;MAN'S;0
IMPPA01712SM/BK;gender;Hombre;3
IMPPA01712SM/BK;gender;Hommes;4
IWPPA01730NV/CF;gender;WOMAN´S;0
IWPPA01730SM/DV;gender;WOMAN´S;0
IWJLW01688WH;gender;Women;1
IWJLW01688WH;gender;WOMAN'S;0
IWJLW01688WH;gender;Mujer;3
IWJLW01688WH;gender;Femmes;4
IWJLW01687SM;gender;Women;1
IWJLW01687SM;gender;WOMAN'S;0
IWJLW01687SM;gender;Mujer;3
IWJLW01687SM;gender;Femmes;4
IWJLW01687WH;gender;Women;1
IWJLW01687WH;gender;WOMAN'S;0
IWJLW01687WH;gender;Mujer;3
IWJLW01687WH;gender;Femmes;4
IWJHW01944BB/DV;gender;Women;1
IWJHW01944BB/DV;gender;WOMAN'S;0
IWJHW01944BB/DV;gender;Mujer;3
IWJHW01944BB/DV;gender;Femmes;4
IWJHW01944CR/AT;gender;Women;1
IWJHW01944CR/AT;gender;WOMAN'S;0
IWJHW01944CR/AT;gender;Mujer;3
IWJHW01944CR/AT;gender;Femmes;4
IWJHW01944TQ/CH;gender;Women;1
IWJHW01944TQ/CH;gender;WOMAN'S;0
IWJHW01944TQ/CH;gender;Mujer;3
IWJHW01944TQ/CH;gender;Femmes;4
IMJHW02502BK/RD;gender;Men;1
IMJHW02502BK/RD;gender;MAN'S;0
IMJHW02502BK/RD;gender;Hombre;3
IMJHW02502BK/RD;gender;Hommes;4
IMJHW02502RD/BK;gender;Men;1
IMJHW02502RD/BK;gender;MAN'S;0
IMJHW02502RD/BK;gender;Hombre;3
IMJHW02502RD/BK;gender;Hommes;4
IMJHW02502NV/IL;gender;Men;1
IMJHW02502NV/IL;gender;MAN'S;0
IMJHW02502NV/IL;gender;Hombre;3
IMJHW02502NV/IL;gender;Hommes;4
IMJHW02502SV/BK;gender;Men;1
IMJHW02502SV/BK;gender;MAN'S;0
IMJHW02502SV/BK;gender;Hombre;3
IMJHW02502SV/BK;gender;Hommes;4
IMPPA02498BK;gender;Men;1
IMPPA02498BK;gender;MAN'S;0
IMPPA02498BK;gender;Hombre;3
IMPPA02498BK;gender;Hommes;4
IMPPA02498RY;gender;Men;1
IMPPA02498RY;gender;MAN'S;0
IMPPA02498RY;gender;Hombre;3
IMPPA02498RY;gender;Hommes;4
IMPPA02498SM;gender;Men;1
IMPPA02498SM;gender;MAN'S;0
IMPPA02498SM;gender;Hombre;3
IMPPA02498SM;gender;Hommes;4
IWPPA01725BB/DV;gender;Women;1
IWPPA01725BB/DV;gender;WOMAN'S;0
IWPPA01725BB/DV;gender;Mujer;3
IWPPA01725BB/DV;gender;Femmes;4
IWWS302971BB;gender;Women;1
IWWS302971BB;gender;WOMAN'S;0
IWWS302971BB;gender;Mujer;3
IWWS302971BB;gender;Femmes;4
IWWS302971BK/FX;gender;Women;1
IWWS302971BK/FX;gender;WOMAN'S;0
IWWS302971BK/FX;gender;Mujer;3
IWWS302971BK/FX;gender;Femmes;4
IWWS302971TQ/TQ;gender;Women;1
IWWS302971TQ/TQ;gender;WOMAN'S;0
IWWS302971TQ/TQ;gender;Mujer;3
IWWS302971TQ/TQ;gender;Femmes;4
IMWVW01958BK;gender;Men;1
IMWVW01958BK;gender;MAN'S;0
IMWVW01958BK;gender;Hombre;3
IMWVW01958BK;gender;Hommes;4
IWEPS02528TQ/SM;gender;Women;1
IWEPS02528TQ/SM;gender;WOMAN'S;0
IWEPS02528TQ/SM;gender;Mujer;3
IWEPS02528TQ/SM;gender;Femmes;4
IWEPS02528FX/BK;gender;Women;1
IWEPS02528FX/BK;gender;WOMAN'S;0
IWEPS02528FX/BK;gender;Mujer;3
IWEPS02528FX/BK;gender;Femmes;4
IWEPS02528BK/FX;gender;Women;1
IWEPS02528BK/FX;gender;WOMAN'S;0
IWEPS02528BK/FX;gender;Mujer;3
IWEPS02528BK/FX;gender;Femmes;4
IWEPS02528BK;gender;Women;1
IWEPS02528BK;gender;WOMAN'S;0
IWEPS02528BK;gender;Mujer;3
IWEPS02528BK;gender;Femmes;4
IWEPS02528NV/CF;gender;Women;1
IWEPS02528NV/CF;gender;WOMAN'S;0
IWEPS02528NV/CF;gender;Mujer;3
IWEPS02528NV/CF;gender;Femmes;4
IWEPS02528SP/RY;gender;Women;1
IWEPS02528SP/RY;gender;WOMAN'S;0
IWEPS02528SP/RY;gender;Mujer;3
IWEPS02528SP/RY;gender;Femmes;4
IWEPS02528SV/DV;gender;Women;1
IWEPS02528SV/DV;gender;WOMAN'S;0
IWEPS02528SV/DV;gender;Mujer;3
IWEPS02528SV/DV;gender;Femmes;4
IWEPS02528CR/AT;gender;Women;1
IWEPS02528CR/AT;gender;WOMAN'S;0
IWEPS02528CR/AT;gender;Mujer;3
IWEPS02528CR/AT;gender;Femmes;4
IWEPS02528NV/FA;gender;Women;1
IWEPS02528NV/FA;gender;WOMAN'S;0
IWEPS02528NV/FA;gender;Mujer;3
IWEPS02528NV/FA;gender;Femmes;4
IWPPA02499BB;gender;Women;1
IWPPA02499BB;gender;WOMAN'S;0
IWPPA02499BB;gender;Mujer;3
IWPPA02499BB;gender;Femmes;4
IWPPA02499BK;gender;Women;1
IWPPA02499BK;gender;WOMAN'S;0
IWPPA02499BK;gender;Mujer;3
IWPPA02499BK;gender;Femmes;4
IWPPA02499NV;gender;Women;1
IWPPA02499NV;gender;WOMAN'S;0
IWPPA02499NV;gender;Mujer;3
IWPPA02499NV;gender;Femmes;4
IMYML01664SM;gender;Men;1
IMYML01664SM;gender;MAN'S;0
IMYML01664SM;gender;Hombre;3
IMYML01664SM;gender;Hommes;4
IMWSF01091BK;gender;Men;1
IMWSF01091BK;gender;MAN'S;0
IMWSF01091BK;gender;Hombre;3
IMWSF01091BK;gender;Hommes;4
IMWSF01091SM;gender;Men;1
IMWSF01091SM;gender;MAN'S;0
IMWSF01091SM;gender;Hombre;3
IMWSF01091SM;gender;Hommes;4
IMWSF01091RD;gender;Men;1
IMWSF01091RD;gender;MAN'S;0
IMWSF01091RD;gender;Hombre;3
IMWSF01091RD;gender;Hommes;4
IWPPW02526BB;gender;Women;1
IWPPW02526BB;gender;WOMAN'S;0
IWPPW02526BB;gender;Mujer;3
IWPPW02526BB;gender;Femmes;4
IWPPW02526WH;gender;Women;1
IWPPW02526WH;gender;WOMAN'S;0
IWPPW02526WH;gender;Mujer;3
IWPPW02526WH;gender;Femmes;4
IMPPA01708BK/SM;gender;Men;1
IMPPA01708BK/SM;gender;MAN'S;0
IMPPA01708BK/SM;gender;Hombre;3
IMPPA01708BK/SM;gender;Hommes;4
IMPPA01708RD/BK;gender;Men;1
IMPPA01708RD/BK;gender;MAN'S;0
IMPPA01708RD/BK;gender;Hombre;3
IMPPA01708RD/BK;gender;Hommes;4
IMJHT01743RD;gender;Men;1
IMJHT01743RD;gender;MAN'S;0
IMJHT01743RD;gender;Hombre;3
IMJHT01743RD;gender;Hommes;4
IMJHT01743SP;gender;Men;1
IMJHT01743SP;gender;MAN'S;0
IMJHT01743SP;gender;Hombre;3
IMJHT01743SP;gender;Hommes;4
IMJHT01743RY;gender;Men;1
IMJHT01743RY;gender;MAN'S;0
IMJHT01743RY;gender;Hombre;3
IMJHT01743RY;gender;Hommes;4
IMJHT01743BK;gender;Men;1
IMJHT01743BK;gender;MAN'S;0
IMJHT01743BK;gender;Hombre;3
IMJHT01743BK;gender;Hommes;4
IMJHT01671MG;gender;Men;1
IMJHT01671MG;gender;MAN'S;0
IMJHT01671MG;gender;Hombre;3
IMJHT01671MG;gender;Hommes;4
IMJHT01671GN;gender;Men;1
IMJHT01671GN;gender;MAN'S;0
IMJHT01671GN;gender;Hombre;3
IMJHT01671GN;gender;Hommes;4
IMJHT01671TQ;gender;Men;1
IMJHT01671TQ;gender;MAN'S;0
IMJHT01671TQ;gender;Hombre;3
IMJHT01671TQ;gender;Hommes;4
IMPPA01708SM/BK;gender;Men;1
IMPPA01708SM/BK;gender;MAN'S;0
IMPPA01708SM/BK;gender;Hombre;3
IMPPA01708SM/BK;gender;Hommes;4
IWPPW02526BK;gender;Women;1
IWPPW02526BK;gender;WOMAN'S;0
IWPPW02526BK;gender;Mujer;3
IWPPW02526BK;gender;Femmes;4
IWJHT01744BK/FX;gender;Women;1
IWJHT01744BK/FX;gender;WOMAN'S;0
IWJHT01744BK/FX;gender;Mujer;3
IWJHT01744BK/FX;gender;Femmes;4
IWJHT01744DV;gender;Women;1
IWJHT01744DV;gender;WOMAN'S;0
IWJHT01744DV;gender;Mujer;3
IWJHT01744DV;gender;Femmes;4
IWJHT01744TQ;gender;Women;1
IWJHT01744TQ;gender;WOMAN'S;0
IWJHT01744TQ;gender;Mujer;3
IWJHT01744TQ;gender;Femmes;4
IWJHT01744CF;gender;Women;1
IWJHT01744CF;gender;WOMAN'S;0
IWJHT01744CF;gender;Mujer;3
IWJHT01744CF;gender;Femmes;4
IWJHT01744CR;gender;Women;1
IWJHT01744CR;gender;WOMAN'S;0
IWJHT01744CR;gender;Mujer;3
IWJHT01744CR;gender;Femmes;4
IKJHT01745RY;gender;KIDS;0
IKJHT01745DV;gender;KIDS;0
IKJHT01745CF;gender;KIDS;0
IKJHT01745YF;gender;KIDS;0
IMYPD01593SM;gender;Men;1
IMYPD01593SM;gender;MAN'S;0
IMYPD01593SM;gender;Hombre;3
IMYPD01593SM;gender;Hommes;4
IWYPD01595BB/DV;gender;Women;1
IWYPD01595BB/DV;gender;WOMAN'S;0
IWYPD01595BB/DV;gender;Mujer;3
IWYPD01595BB/DV;gender;Femmes;4
IWYPD01595IL/FA;gender;Women;1
IWYPD01595IL/FA;gender;WOMAN'S;0
IWYPD01595IL/FA;gender;Mujer;3
IWYPD01595IL/FA;gender;Femmes;4
IWYVP01596BB;gender;Women;1
IWYVP01596BB;gender;WOMAN'S;0
IWYVP01596BB;gender;Mujer;3
IWYVP01596BB;gender;Femmes;4
IWYVP01596TQ;gender;Women;1
IWYVP01596TQ;gender;WOMAN'S;0
IWYVP01596TQ;gender;Mujer;3
IWYVP01596TQ;gender;Femmes;4
IWJHW02504BB/DV;gender;Women;1
IWJHW02504BB/DV;gender;WOMAN'S;0
IWJHW02504BB/DV;gender;Mujer;3
IWJHW02504BB/DV;gender;Femmes;4
IWJHW02504BK/FX;gender;Women;1
IWJHW02504BK/FX;gender;WOMAN'S;0
IWJHW02504BK/FX;gender;Mujer;3
IWJHW02504BK/FX;gender;Femmes;4
IWJHW02504SV/DV;gender;Women;1
IWJHW02504SV/DV;gender;WOMAN'S;0
IWJHW02504SV/DV;gender;Mujer;3
IWJHW02504SV/DV;gender;Femmes;4
IWJHW02504NV/CF;gender;Women;1
IWJHW02504NV/CF;gender;WOMAN'S;0
IWJHW02504NV/CF;gender;Mujer;3
IWJHW02504NV/CF;gender;Femmes;4
IWJHW02504TQ/CH;gender;Women;1
IWJHW02504TQ/CH;gender;WOMAN'S;0
IWJHW02504TQ/CH;gender;Mujer;3
IWJHW02504TQ/CH;gender;Femmes;4
IWJHW02504CR/AT;gender;Women;1
IWJHW02504CR/AT;gender;WOMAN'S;0
IWJHW02504CR/AT;gender;Mujer;3
IWJHW02504CR/AT;gender;Femmes;4
IMPPW01592LG;gender;Men;1
IMPPW01592LG;gender;MAN'S;0
IMPPW01592LG;gender;Hombre;3
IMPPW01592LG;gender;Hommes;4
IMPPW01592RY;gender;Men;1
IMPPW01592RY;gender;MAN'S;0
IMPPW01592RY;gender;Hombre;3
IMPPW01592RY;gender;Hommes;4
IWWVW01959BK;gender;Women;1
IWWVW01959BK;gender;WOMAN'S;0
IWWVW01959BK;gender;Mujer;3
IWWVW01959BK;gender;Femmes;4
IMPPA00369CK;gender;Men;1
IMPPA00369CK;gender;MAN'S;0
IMPPA00369CK;gender;Hombre;3
IMPPA00369CK;gender;Hommes;4
IMPPA00369NV;gender;Men;1
IMPPA00369NV;gender;MAN'S;0
IMPPA00369NV;gender;Hombre;3
IMPPA00369NV;gender;Hommes;4
IMPPA00369SM;gender;Men;1
IMPPA00369SM;gender;MAN'S;0
IMPPA00369SM;gender;Hombre;3
IMPPA00369SM;gender;Hommes;4
IWLPF01589OQ;gender;Women;1
IWLPF01589OQ;gender;WOMAN'S;0
IWLPF01589OQ;gender;Mujer;3
IWLPF01589OQ;gender;Femmes;4
IWLPF01588OQ;gender;Women;1
IWLPF01588OQ;gender;WOMAN'S;0
IWLPF01588OQ;gender;Mujer;3
IWLPF01588OQ;gender;Femmes;4
IWH2L02509BB;gender;Women;1
IWH2L02509BB;gender;WOMAN'S;0
IWH2L02509BB;gender;Mujer;3
IWH2L02509BB;gender;Femmes;4
IWH2L02509BK;gender;Women;1
IWH2L02509BK;gender;WOMAN'S;0
IWH2L02509BK;gender;Mujer;3
IWH2L02509BK;gender;Femmes;4
IMH2L02508BK;gender;Men;1
IMH2L02508BK;gender;MAN'S;0
IMH2L02508BK;gender;Hombre;3
IMH2L02508BK;gender;Hommes;4
IKYPD00786BK;gender;KIDS;0
IKYPD00786FX;gender;KIDS;0
IKYPD00786RY;gender;KIDS;0
IMBML01591CL/IL;gender;Men;1
IMBML01591CL/IL;gender;MAN'S;0
IMBML01591CL/IL;gender;Hombre;3
IMBML01591CL/IL;gender;Hommes;4
IMEPS01929SM/BK;gender;Men;1
IMEPS01929SM/BK;gender;MAN'S;0
IMEPS01929SM/BK;gender;Hombre;3
IMEPS01929SM/BK;gender;Hommes;4
IMLPF01587OR/FL;gender;Men;1
IMLPF01587OR/FL;gender;MAN'S;0
IMLPF01587OR/FL;gender;Hombre;3
IMLPF01587OR/FL;gender;Hommes;4
IMLPF01586OR/FL;gender;Men;1
IMLPF01586OR/FL;gender;MAN'S;0
IMLPF01586OR/FL;gender;Hombre;3
IMLPF01586OR/FL;gender;Hommes;4
IKLPF00249BK;gender;KIDS;0
IKLPF00249RD;gender;KIDS;0
IKLPF00249SM;gender;KIDS;0
IWEPS01930WH;gender;Women;1
IWEPS01930WH;gender;Women;0
IWEPS01930WH;gender;Mujer;3
IWEPS01930WH;gender;Femmes;4
IMPSP01965BK;gender;Men;1
IMPSP01965BK;gender;MAN'S;0
IMPSP01965BK;gender;Hombre;3
IMPSP01965BK;gender;Hommes;4
IMH2L02508DQ/RD;gender;Men;1
IMH2L02508DQ/RD;gender;MAN'S;0
IMH2L02508DQ/RD;gender;Hombre;3
IMH2L02508DQ/RD;gender;Hommes;4
IWPPA01966BK;gender;Women;1
IWPPA01966BK;gender;WOMAN'S;0
IWPPA01966BK;gender;Mujer;3
IWPPA01966BK;gender;Femmes;4
IMU0000332BK;gender;Men;1
IMU0000332BK;gender;MAN'S;0
IMU0000332BK;gender;Hombre;3
IMU0000332BK;gender;Hommes;4
IMU0000342GR;gender;Men;1
IMU0000342GR;gender;MAN'S;0
IMU0000342GR;gender;Hombre;3
IMU0000342GR;gender;Hommes;4
IMP0000001BK;gender;Men;1
IMP0000001BK;gender;MAN'S;0
IMP0000001BK;gender;Hombre;3
IMP0000001BK;gender;Hommes;4
IMP0000001GR;gender;Men;1
IMP0000001GR;gender;MAN'S;0
IMP0000001GR;gender;Hombre;3
IMP0000001GR;gender;Hommes;4
IMU0000011BK;gender;Men;1
IMU0000011BK;gender;MAN'S;0
IMU0000011BK;gender;Hombre;3
IMU0000011BK;gender;Hommes;4
IMU0000011GR;gender;Men;1
IMU0000011GR;gender;MAN'S;0
IMU0000011GR;gender;Hombre;3
IMU0000011GR;gender;Hommes;4
IWU0000333GR;gender;Women;1
IWU0000333GR;gender;WOMAN'S;0
IWU0000333GR;gender;Mujer;3
IWU0000333GR;gender;Femmes;4
IWU0000349GR;gender;Women;1
IWU0000349GR;gender;WOMAN'S;0
IWU0000349GR;gender;Mujer;3
IWU0000349GR;gender;Femmes;4
IWP0000006BK;gender;Women;1
IWP0000006BK;gender;WOMAN'S;0
